av号,播放量,点赞数,评论数,硬币数,转发数,收藏,标题,标签
79234959,1565,13,10,5,1,24,十年前 Hozin 和Hoan bettle，那时候他们才20岁,舞蹈 街舞 HIPHOP POPPING HOZIN HOAN 现场 比赛 赛事 bettle 
78343840,9304,181,31,19,52,110,当你在学校跳《寄明月》+《霍元甲》会发生什么？,舞蹈 霍元甲 校园 翻跳 元旦晚会 元旦汇演 寄明月 
79140740,244893,1002,431,21,132,222,朋友15万投资的奶茶店，第一个月赚了2万，第二个月就宣布倒闭,30天vlog挑战 美食 旅游 奶茶 生活 自制 VLOG 创业 投资 赚钱 
76559715,676752,68761,2066,64558,6677,47444,【喜羊羊跨时空救兵】全程高虐！愿这瞬间永恒！你就是我最美的期待！当机械羊有了心，当灰太狼再次见到黑太狼，当慢羊羊遇到了花羊羊，当喜羊羊遇到了爸爸，当......,MAD.AMV 喜羊羊与灰太狼 全能打卡挑战 AMV MAD 喜羊羊 剪辑 国产动画 国漫 国漫良心 最美的期待 
79598812,21110,2512,188,1125,87,561,{AS}随身电脑，41万跑分玩光追的ITX可拎着走的主机，像小提箱一样寒假拎回家，,数码 装机 科技 电脑 小方糖 ITX 
78524855,897011,45942,2434,4098,2164,6408,黄晓明为什么这么令人讨厌？,明星 综艺 全能打卡挑战 搞笑 剪辑 杨紫 ANGELABABY 混剪 娱乐 王俊凯 杨颖 黄晓明 
79308249,91815,7126,802,6479,638,4811,【兔田佩克拉3D】喜极而泣，兔田3D,VTuber 虚拟UP主 兎田ぺこら 兔田佩克拉 Vtuber hololive HOLOLIVE 
79445479,5426,298,42,273,18,315,用最简单的动画，做最贵的PPT,技术宅 科普 全能打卡挑战 太空 宇宙 3D 制作过程 ppt动画 
79350986,230068,9459,440,3814,6170,7748,增 嘤 老 八,全能打卡挑战 剪辑 老八 扩音 
79335910,360360,21955,1702,25830,1329,12580,[EVA] 明日香的千层套路,MAD.AMV 百万剪辑师挑战 EVA 剪辑 原创 新世纪福音战士 MAD 新人 千层套路 明日香 Asuka 
69964901,467456,14967,584,6605,4459,16200,【王嘉尔】我也没有那么单纯,明星 王嘉尔 王嘉尔JACKSON JACKSON 嘎嘎 GOT7 JACKY 男神 OKAY 音乐 
79546082,442,61,63,75,13,59,【-v-】成年作初投稿☀️Summer time☀试图做一回反季节勇士,舞蹈 初投稿 翻跳 萌新up报到 成年作 Summer Time 
79209367,228695,19784,564,3778,445,6658,差点被护士姐姐榨干！我再也不敢去医院体检啦！【捏碳小剧场】,我的英雄学院 Warma 原创动画 漫才 体检 渡我被身子 捏碳小剧场 
78882282,84791,2815,138,965,186,3635,【水星】又纯又欲~温柔风日常妆容分享 | Soft Glam Daily Look,美妆 日常妆 美妆教程 化妆 化妆教程 彩妆 妆容分享 
79187392,129601,656,100,6,20,53,返  祖  现  象,体育 运动 篮球 三分 晃人 韩曙光 
79017532,544516,18554,729,10699,2701,8460,mayumi的千层套路,电子竞技 英雄联盟 LOL 搞笑 游戏视频 娱乐 美女 mayumi 女辅助 
79071236,313718,17703,581,13420,557,11402,你毁了我世界的唯一，化身修罗！ 毁灭你唯一的世界！,MAD.AMV 某科学的超电磁炮 多素材 进击的巨人 MAD 全程高能高燃街接 爆燃 治愈催泪 火影 泪燃 鬼灭之刃 
79297134,61661,734,1321,120,64,376,为什么我说《庆余年》不会成为《陈情令》那样的现象级爆红款？,人文 肖战 王一博 陈情令 庆余年 好奇心计划 学习 营销 趣味科普人文 商业 
79511683,1381777,67136,1960,13187,2147,3593,【朱一旦】带着侄子去做了一个惊艳的造型！,机械 劳力士 搞笑 朱一旦的枯燥生活 枯燥 
78904123,550102,40696,2272,23409,2653,5089,【短的发布会】年轻人的第一台5G投币机！Redmi K30 拳打友商脚踢小米,数码 科学 红米 全能打卡挑战 K30 小米 安卓 手机 发布会 5G 投币机 
79375377,93348,10575,521,7809,133,2274,用木斧砍光雨林需要多久？也就100个小时不到吧！,我的世界 游戏练级挑战 新人 MINECRAFT MC 木质系列 肝帝 雨林 保护环境 烽火 
74718752,3920804,325870,11953,291087,44511,300100,“这就是你的命”,影视混剪 全能打卡挑战 真实 多素材 社会 人生 电影剪辑 负能量 现实 虐心 催泪向 致郁 
78782541,21935,381,172,93,8,291,淘宝探店｜超高性价比冬装！｜优质宝藏店铺！｜平价学生党｜云端少女 优质尾单｜绝对是必收藏店铺之一,服饰 全能打卡挑战 女装 淘宝 学生党 平价 
78395266,284902,20257,1486,8866,1343,3739,我用18块 diy了一个USB3.0的U盘,数码 手工 测评 DIY 制作 自制 教程 体验 电子制作 U盘 
77083449,1565671,55796,899,25639,32718,35914,双魔大战奥利给格斗,搞笑 恶搞 逗比 格斗 娱乐 小游戏 搞笑视频 八哥 魔改 巨魔 奥利给 
71197932,1719864,70598,2639,18437,12153,26254,两年前我被追8分钟的吃鸡视频火了！热度过了，我终于可以自己发了！,绝地求生 第一视角 搞笑 网络游戏 直播录像 绝地求生大逃杀 
77224508,3488676,503767,9908,701934,89808,536630,73分钟看完柯南所有剧情！史上最全时间线整理！,动漫杂谈 名侦探柯南 工藤新一 柯南 灰原哀 怪盗基德 黑衣组织 名侦探柯南剧场版 柯南剧场版 全能打卡挑战 
79216034,37837,4020,137,1574,273,1623,【全明星Rap】抖腿  抖起来！,鬼畜 鬼畜调教 全明星鬼畜 全明星RAP 
79307650,43335,1777,229,759,127,358,up人生首次漂发，追逐时尚有多难？|青…青蒿素在线炒作？？？,美妆 再见2019 染发 日常 时尚 搞笑 漂发 请回答 
79322563,25137,1787,203,876,160,2378,【灯墨】AOA-Come see me❤零下20°外景挑战！,明星舞蹈 舞蹈 bilibili街舞达人赛 韩舞 AOA 申智珉 金雪炫 
77309471,83694,654,275,26,178,125,【素人整形日记】实拍整容失败回炉重造，拜托不要在整容了，医生都不愿意给你弄！,30天vlog挑战 美妆 改造 整容 日常 分享 离婚 医美 脂肪填充 吸脂 自体脂肪填充 
79110157,289906,13,283,102,0,0,,综艺 穿越吧 
78204734,154230,10813,1167,6929,3396,18414,［云次方安利向］云次方Top20名场面,明星 综艺 云次方 郑云龙 阿云嘎 声入人心 音乐 剪辑 音乐剧 CUT 
78983540,369777,44570,329,17574,2967,13468,猫和老鼠沙雕广告 进来笑一笑吧,童年回忆杀 猫和老鼠 百万剪辑师挑战 搞笑 洗脑 剪辑 自制 童年 沙雕 
76577997,120271,15496,304,6999,1011,7945,【鬼灭/手书】灶门大厨和我妻大厨倾情教学，制作炸猪天妇罗的正确方法,绘画 手书 灶门炭治郎 新人 板绘 同人 搞笑 三秒料理 鬼灭之刃 我妻善逸 嘴平伊之助 
79582374,373482,3203,598,202,3679,2047,开箱花絮来了！删减了好多啊,张若昀 李沁 庆余年 古装 电视剧 预告 
76510382,214399,16582,218,9311,1101,6587,【抖肩舞】伍六七说啊梅小姐你不要这样满脸通红地看着我,国产动画 阿七 杰克船长 刺客伍六七 coincidance 抖肩舞 伍六七 梅花十三 伍六七之最强发型师 
8879609,9306970,139676,32978,70907,93086,733666, 速瘦小腿运动！摆脱萝卜腿让小腿更细长，拉伸小腿【周六野Zoey】, 身塑形 瘦小腿 萝卜腿 瘦腿 减肥燃脂 健身运动 瘦身运动 瘦身减肥 5分钟运动 室内运动 小腿塑形 
78356445,76801,8305,395,6915,963,9064,【FGO】Master~老婆们喊你起床喽！全女英灵抢占御主房间，深度洗脑,鬼畜 手机游戏 FGO 玉藻前 洗脑 可爱 音乐 动画 fate 呆毛 玛修 
79030737,108585,2646,258,1201,119,7739,【J金雅轩】恋爱经不起等待 叫我老婆就现在 恋爱的条件—BESTie( Love Options)长腿美女高跟鞋感性小姐姐回归,明星舞蹈 街舞 舞蹈 爵士舞 韩舞 高跟鞋 性感 美女 HIPHOP 翻跳 长腿 女神小姐姐 
77574152,934661,85197,9376,79911,31873,91199,【188男团】最后是你（水千丞原著/原创同人群像攻组出道曲/妙影轻音阁出品）,原创歌曲 188男团 水千丞 妙影轻音阁 流行 bilibili音乐星计划 最后是你 
79602358,7223,67,37,4,6,15,找我买电脑不仅能得到电脑还能治疗选择困难症,数码 组装电脑 
78966329,71163,3766,293,3574,549,3054,【目及】全网最硬核《新垣结衣·编年史》第一期：一亿直男老婆Gakki的出道史,明星 新垣结衣 Gakki 全能打卡挑战 石原里美 山下智久 户田惠梨香 女神 长泽雅美 编年史 十元 目及 
79262517,7117,69,25,0,4,17,顶级旗舰手机降价，骁龙855plus+90Hz+50W闪充，售价仅2199元,数码 苹果 华为 三星 小米 手机 荣耀 oppo vivo realme 
76601504,1418997,41291,4416,26255,18034,27121,Gai发朋友圈得罪重庆嘻哈界前辈Mr达，遭发歌DIss,华语MV MV RAP 欧美MV 说唱 HIPHOP 开口跪 高音质 
75569086,877871,60290,573,16691,6023,27131,【黑虎阿福】  “平A”出招表,鬼畜 搞笑 联合创作 恶搞 洗脑循环 鬼畜调教 成龙历险记 蜜汁带感 阿福 黑虎阿福 龙卷风摧毁停车场 
79636082,406,21,10,6,6,7,【蔡徐坤】爱河,鬼畜 人力VOCALOID 鬼畜调教 蔡徐坤 爱河 
79591012,30864,747,215,230,67,116,我卖掉了我的佳能5d4，原因竟是因为它。。。。。。。,数码 全能打卡挑战 单反 微单 佳能 富士 5d4 xpro3 
78969155,281067,9739,483,3988,4437,4069,【朱丹单曲】骚瑞循环,鬼畜 鬼畜调教 朱丹 洗脑循环 搞笑 恋爱循环 骚瑞 花泽香菜 骚凹瑞 蜜汁带感 
79240231,2041721,227713,2561,79274,2889,25823,【公开处刑】回母校被学弟认出，直接在教室公放我视频,校园vlog vlog 搞笑 30天vlog挑战 黑历史 逗比 校园 生活 
76716437,134755,1606,260,19,6,100,和珅最后一刻以为抓住了救命稻草，不料遗旨是留全尸,影视剪辑 经典 和珅 电视剧 古装 
78881709,654447,53777,1569,40697,29375,28076,从前有一种狗叫“舔狗”,全能打卡挑战 搞笑 原创 讽刺 舔狗 
79535527,37246,2848,116,1062,273,5950,【博君一肖】陈情令花絮双人时间线5月,明星 博君一肖 
79542688,24235,2594,286,2107,100,1230,男生最经典又简单的七种围巾系法,服饰 微小微 搭配 围巾 男装 
79287800,14290,813,74,478,28,224,[齐神/千层套路]照桥心美的千层套路,齐木楠雄的灾难 自制 剪辑 千层套路 齐木楠雄 照桥心美 
79130843,57182,4841,255,2285,357,2634,【墨球】下山 来！来看功夫少女的日常！,舞蹈 中国舞 功夫 日常 古风 原创编舞 中国风 古风舞 古典舞 
79392260,158296,16146,856,4704,114,2877,Minecraft【超级多人】只有 Youtuber【凹呜狼人杀】 !! 用这招【让女巫】变成狼阵营 !! 全字幕,我的世界 网络游戏 第一视角 游戏 娱乐 游戏视频 PVP minecraft 全字幕 
79118591,93188,4162,489,954,312,411,文艺复兴？英特尔表示会继续22nm：此前发退役通告为失误？,数码 科普 全能打卡挑战 装机 科技 INTEL 处理器 英特尔 硬件 电脑 蒸汽火鸡 
78057686,249238,20605,1023,7720,5396,22813,【博君一肖】捶入坑底系列part1,明星 博君一肖 肖战 王一博 CP向 剪辑 
79307330,131026,14250,1910,10833,1565,8182,游戏害人？那只是家长掩盖教育失败的说辞罢了,电子竞技 游戏资讯 娱乐 游戏视频 网络游戏 游戏杂谈 家长 中国式家长 
79228127,193023,10056,1164,809,629,3686,仅需72分钟，心理学家能让一个普通人，自愿变成杀人犯！,人文 心理 推理 悬疑 心理学 奇闻 社会 趣味科普人文 事件 故事 
79104691,242293,8159,413,1842,223,356,瓦缸烧肉夹馍,美食 吃货 美食圈 
78795893,19818,1317,187,913,81,1225,3次血的代价换来的经验！医生绝对不会告诉你！让你少走弯路！隆鼻必看！,美妆 30天vlog挑战 时尚 整容 分享 隆鼻 
79307067,71983,7776,354,7992,578,3128,炸肝！成熟的说明书，自动组装！MG巴巴托斯，动态说明书【定格动画】,定格动画 手办模玩 全能打卡挑战 MG 高达模型 手办模型 万代 机动战士高达 铁血的奥尔芬斯 巴巴托斯 
73709102,1029126,35446,1839,23852,1768,14999,还在纠结iPhone 11？我已经拿到iPhone 12！,科学 数码 bilibili新星计划 IOS UI设计 IPHONE 测评 苹果 苹果手机 5G iPhone 11 
57826092,4308501,321943,3051,315372,39274,162621,【亚索】e如止水,鬼畜 暑期爆肝挑战 亚索 #创作新秀奖# 鬼畜调教 
76541413,2653630,240147,7875,293889,7493,51339,技术宅捡到只脏兮兮的小狗，10天后：金色传说！,萌宠 手工 野生技术协会 狗狗 生活 制作 DIY 狗 宠物 极客匠 
74551604,24052,190,10,26,732,835,零基础古典舞琵琶行完整版 好看又好学,舞蹈 中国舞 原创编舞 古典舞 深舞形体 广州 深圳 
76842189,28797,1933,115,633,91,563,【家有儿女】大田染绿仔,童年回忆杀 鬼畜 经典 童年 搞笑 人力VOCALOID 家有儿女 鬼畜调教 
79301693,46300,2668,95,266,29,471,超高评分9.4，妹子用枪如神，场景精致炸裂，打斗竟能做成这样？！【推国漫】,动漫杂谈 四海鲸骑 搞笑 新番 国产动画 国产动漫 国漫良心 国漫 国漫崛起 
79573387,91456,11592,950,14195,450,1829,肺癌晚期的虎子，诉说患癌的经历坚强乐观4年，听他对年轻人的劝诫,生活记录 社会 自制 生活 癌症 VLOG 科普 健康 肿瘤 肺癌 
75967675,3028648,27360,1066,6433,1521,21438,最近突然火的《你的答案》太好听了，单曲循环了很多遍！,数码 Dream It Possible Hall of Fame 高考 华为 音乐选集 励志歌曲 热门歌曲 学生 精选歌单 你的答案 
78882439,34432,3305,301,2750,299,2687,表演事故？王源的哭腔和rap怎么唱成这样？,王源 LIVE 音乐 唱歌 现场 原创 歌曲 音乐选集 
79614841,60308,2284,218,953,170,520,【官方双语】老莱办公室大翻新——MKBHD风格！#linus谈科技,vlog 数码 辉光字幕组 LINUSTECHTIPS Linus 
78839998,254236,579,335,151,9,2,,综艺 康熙来了 蔡康永 奇葩说 BML 小S 因为这是你的人生 情商课 哔计划 蔡康永情商课 
79330824,13312,167,13,25,5,74,极巧妙加工过程，强迫症治愈系,机械 科普 技术 黑科技 制造 设计 强迫症福音 强迫症 机器 加工 
78997942,500103,9976,400,487,1425,4060,没有比这个更后怕的了,搞笑 娱乐 全程高能 逗比 奇葩 搞笑视频 恶搞 
77285058,457788,18617,2068,9169,8791,51845,【王德峰】中西方文化差异的渊源,人文 王德峰 文化 哲学 文化生命 历史 中国 文学 终极关怀 中国文化 
75897348,58051,3364,124,152,133,1929,一个仗着自己的盛世美颜恃宠而骄的人儿,肖战王一博 
79019526,359884,7443,124,120,98,1220,吐槽大会：papi酱的这段吐槽片段绝对可以说是年度最佳吐槽了！,明星 综艺 搞笑 搞笑视频 脱口秀 爆笑 娱乐视频 吐槽大会 PAPI酱 吐槽 
79338134,220101,18698,1270,12601,1483,4031,当室友发现自己的网恋对象是个“男人”,搞笑 生活记录 自制 搞笑视频 生活 游戏 网游 校园 记录 恋爱故事 网恋 
77217635,91781,3254,313,1021,205,3911,为迪士尼准备的五套穿搭 | 163cm50kg | 坐标广州 | 风格仍然是未解之谜,服饰 学生党 梨形身材 
8775849,11597083,105076,38329,69802,152081,850782, 分钟在家瘦腰运动！快速瘦肚子小蛮腰，马甲线一周现形！适合初学者【周六野Zoey】, 身塑形 瘦身 燃脂 腰部腹部减肥运动 马甲线 瘦腹运动 瘦腰运动 小蛮腰 瘦肚子 瘦身操 减肥运动 在家运动 
77023190,418651,7644,798,930,815,2038,中国最快遥控车，不服来战,汽车 机械 赛车 速度 科技 模型 遥控车 RC 
79469727,65320,5156,579,2339,150,754,游戏规则从此改变：硬核旗舰，无冕之皇——掠夺者战斧700，蒸気火鸡独家,数码 全能打卡挑战 笔记本 开箱 评测 测评 英特尔 电脑 硬件 体验 蒸汽火鸡 
73265616,613159,52915,1759,44629,2717,30923,神级超电磁炮《only my railgun》：魔鬼手速炸场，全站最强B站之歌钢琴改编！炮姐超燃客串！,演奏 2019年度音乐UP主选拔 御坂美琴 某科学的超电磁炮 动漫音乐 改编 钢琴 南条爱乃 Kaikai Chang 超燃 超电磁炮 
75471861,67075,2402,713,1170,556,938,【李嘉诚】李嘉诚也要做念诗之王？-改革春风吹满地,鬼畜 联合创作 鬼畜调教 新人 黄台之瓜 蜜汁带感 李嘉诚 改革春风吹满地 
78836070,603420,64330,1196,59361,3669,19082,全网最燃最热血《亮剑》超长预告,影视剪影 
79504782,95486,9582,479,6253,137,1079,为什么奔驰宝马打折越来越狠,汽车 原创 宝马 奔驰 保养 备胎说车 
78241801,12436,684,88,338,14,295,MAMAMOO—《HIP》翻跳练习室版本,明星舞蹈 舞蹈 韩舞 MAMAMOO 玟星 华莎 妈妈木 HIP 
78355518,359408,27660,877,23771,4032,23322,百份百正宗港风！香港木木献唱粤语版《风花》【MAMAMOO】,中文翻唱 翻唱 MAMAMOO bilibili音乐星计划 kpop 粤语翻唱 
79033165,137959,3749,279,407,843,1837,盘点30个在死神手里逃脱的人！他们上辈子拯救了地球？,全能打卡挑战 
70762515,1844653,6896,652,270,89,1697,本是自杀前写的遗书，意外成了ktv必点歌曲，背后故事让人唏嘘,民谣 那英 薛之谦 水手 郑智化 方磊 
